Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text
survivalistCraftCropsCollectorRank1LongDesc,progression,Perk,,,"Unlocks the recipe for crafting a crops collector mod.",
survivalistCraftCropsProtReseedingName,progression,Perk,,,Crops Protector & Reseeder Mod,
survivalistCraftCropsProtReseedingDesc,progression,Perk,,,"Purchase this perk to unlock the crops protector mod and the crops reseeder mod.  The crops protector mod is installed in the lawn mower, which protects your growing plants while still being able to harvest your grown crops.  The reseeder mod when installed will automatically replant crops right after harvest, will not plant new crops.",
survivalistCraftCropsProtReseedingRank1Desc,progression,Perk,,,Crops Protector,
survivalistCraftCropsProtReseedingRank1LongDesc,progression,Perk,,,"Unlocks the recipe for crafting a crops protector mod.",
survivalistCraftCropsProtReseedingRank2Desc,progression,Perk,,,Reseeder Mod,
survivalistCraftCropsProtReseedingRank2LongDesc,progression,Perk,,,"Unlocks the recipe for crafting a crop reseeder mod.",
survivalistCraftGoreCollectorName,progression,Perk,,,Gore Collector Mod,
survivalistCraftGoreCollectorDesc,progression,Perk,,,"Purchase this perk to unlock the gore collector mod.  This mod when installed in a lawn mower, will enable the ability to harvest gore blocks with the lawn mower.",
survivalistCraftGoreCollectorRank1Desc,progression,Perk,,,Gore Collector Mod,
survivalistCraftGoreCollectorRank1LongDesc,progression,Perk,,,"Unlocks the recipe for crafting a gore collector mod.",
perkASWrenchingName,progression,Perk,,,Action Skills: Wrenching,
perkASWrenchingDesc,progression,Perk,,,"Using any wrench, ratchet or impact driver will grant you experience in this skill which will level up over time.  Higher levels will grant higher block damage, higher harvest counts, less stamina usage, higher player experience gain and faster attack speeds.",
perkASWrenchingRank1Desc,progression,Perk,,,"1% bonus block damage, 1% higher harvest count, 1% less stamina usage, 1% higher player experience, 1% faster attacks.",
perkASWrenchingRank5Desc,progression,Perk,,,"3% bonus block damage, 3% higher harvest count, 2% less stamina usage, 1.6% higher player experience, 1.4% faster attacks.",
perkASWrenchingRank10Desc,progression,Perk,,,"5.5% bonus block damage, 5.5% higher harvest count, 3.2% less stamina usage, 2.3% higher player experience, 1.8% faster attacks.",
perkASWrenchingRank15Desc,progression,Perk,,,"7.9% bonus block damage, 7.9% higher harvest count, 4.4% less stamina usage, 3% higher player experience, 2.3% faster attacks.",
perkASWrenchingRank20Desc,progression,Perk,,,"10.4% bonus block damage, 10.4% higher harvest count, 5.6% less stamina usage, 3.7% higher player experience, 2.7% faster attacks.",
perkASWrenchingRank25Desc,progression,Perk,,,"12.9% bonus block damage, 12.9% higher harvest count, 6.8% less stamina usage, 4.4% higher player experience, 3.2% faster attacks.",
perkASWrenchingRank30Desc,progression,Perk,,,"15.4% bonus block damage, 15.4% higher harvest count, 8% less stamina usage, 5.1% higher player experience, 3.6% faster attacks.",
perkASWrenchingRank35Desc,progression,Perk,,,"17.8% bonus block damage, 17.8% higher harvest count, 9.2% less stamina usage, 5.8% higher player experience, 4.1% faster attacks.",
perkASWrenchingRank40Desc,progression,Perk,,,"20.3% bonus block damage, 20.3% higher harvest count, 10.5% less stamina usage, 6.5% higher player experience, 4.5% faster attacks.",
perkASWrenchingRank45Desc,progression,Perk,,,"22.8% bonus block damage, 22.8% higher harvest count, 11.7% less stamina usage, 7.2% higher player experience, 5% faster attacks.",
perkASWrenchingRank50Desc,progression,Perk,,,"25.3% bonus block damage, 25.3% higher harvest count, 12.9% less stamina usage, 7.9% higher player experience, 5.5% faster attacks.",
perkASWrenchingRank55Desc,progression,Perk,,,"27.7% bonus block damage, 27.7% higher harvest count, 14.1% less stamina usage, 8.6% higher player experience, 5.9% faster attacks.",
perkASWrenchingRank60Desc,progression,Perk,,,"30.2% bonus block damage, 30.2% higher harvest count, 15.3% less stamina usage, 9.3% higher player experience, 6.4% faster attacks.",
perkASWrenchingRank65Desc,progression,Perk,,,"32.7% bonus block damage, 32.7% higher harvest count, 16.5% less stamina usage, 10.1% higher player experience, 6.8% faster attacks.",
perkASWrenchingRank70Desc,progression,Perk,,,"35.2% bonus block damage, 35.2% higher harvest count, 17.7% less stamina usage, 10.8% higher player experience, 7.3% faster attacks.",
perkASWrenchingRank75Desc,progression,Perk,,,"37.6% bonus block damage, 37.6% higher harvest count, 18.9% less stamina usage, 11.5% higher player experience, 7.7% faster attacks.",
perkASWrenchingRank80Desc,progression,Perk,,,"40.1% bonus block damage, 40.1% higher harvest count, 20.2% less stamina usage, 12.2% higher player experience, 8.2% faster attacks.",
perkASWrenchingRank85Desc,progression,Perk,,,"42.6% bonus block damage, 42.6% higher harvest count, 21.4% less stamina usage, 12.9% higher player experience, 8.6% faster attacks.",
perkASWrenchingRank90Desc,progression,Perk,,,"45.1% bonus block damage, 45.1% higher harvest count, 22.6% less stamina usage, 13.6% higher player experience, 9.1% faster attacks.",
perkASWrenchingRank95Desc,progression,Perk,,,"47.5% bonus block damage, 47.5% higher harvest count, 23.8% less stamina usage, 14.3% higher player experience, 9.5% faster attacks.",
perkASWrenchingRank100Desc,progression,Perk,,,"50% bonus block damage, 50% higher harvest count, 25% less stamina usage, 15% higher player experience, 10% faster attacks.",
perkSalvageOperations1Name,progression,Perk,,,Salvage Operations,
perkSalvageOperations1Desc,progression,Perk,,,"Waste not, want not! Salvage items for more resources with a wrench, ratchet or impact driver.",
perkSalvageOperations1Rank1LongDesc,progression,Perk,,,"Deal 10% more damage, decreased stamina usage by 8% and 15% for power attacks, harvest 20% faster and gains 20% more resources with a wrench, ratchet or impact driver.",
perkSalvageOperations1Rank2LongDesc,progression,Perk,,,"Deal 20% more damage, decreased stamina usage by 15% and 30% for power attacks, harvest 40% faster and gains 40% more resources with a wrench, ratchet or impact driver.",
perkSalvageOperations1Rank3LongDesc,progression,Perk,,,"Deal 30% more damage, decreased stamina usage by 20% and 40% for power attacks, gain 10 stamina after harvesting a block, harvest 60% faster and gains 60% more resources with a wrench, ratchet or impact driver.",
perkSalvageOperations1Rank4LongDesc,progression,Perk,,,"Deal 40% more damage, decreased stamina usage by 25% and 50% for power attacks, gain 20 stamina after harvesting a block, harvest 80% faster and gains 80% more resources with a wrench, ratchet or impact driver.",
perkSalvageOperations1Rank5LongDesc,progression,Perk,,,"Deal 50% more damage, gain 30 stamina after harvesting a block, harvest 100% faster and gains 100% more resources with a wrench, ratchet or impact driver.",
perkGreaseMonkey1Name,progression,Perk,,,Grease Monkey,
perkGreaseMonkey1Desc,progression,Perk,,,Learn to build vehicles cheaper from junk in the wasteland!  Also repair vehicles more effectively\n\nVehicles can be assembled from parts without this perk.,
perkGreaseMonkeyRank1Desc,progression,Perk,,,Grease Monkey Level 1,
perkGreaseMonkey1Rank1LongDesc,progression,Perk,,,Craft vehicle parts 5% cheaper and 10% faster.\nVehicle repair kits are 10% more effective.,
perkGreaseMonkeyRank2Desc,progression,Perk,,,Grease Monkey Level 2,
perkGreaseMonkey1Rank2LongDesc,progression,Perk,,,Craft vehicle parts 10% cheaper and 20% faster.\nVehicle repair kits are 20% more effective.,
perkGreaseMonkeyRank3Desc,progression,Perk,,,Grease Monkey Level 3,
perkGreaseMonkey1Rank3LongDesc,progression,Perk,,,Craft vehicle parts 20% cheaper and 30% faster.\nVehicle repair kits are 30% more effective.,
perkGreaseMonkeyRank4Desc,progression,Perk,,,Grease Monkey Level 4,
perkGreaseMonkey1Rank4LongDesc,progression,Perk,,,Craft vehicle parts 30% cheaper and 40% faster.\nVehicle repair kits are 40% more effective.,
perkGreaseMonkeyRank5Desc,progression,Perk,,,Grease Monkey Level 5,
perkGreaseMonkey1Rank5LongDesc,progression,Perk,,,Craft vehicle parts 40% cheaper and 50% faster.\nVehicle repair kits are 50% more effective.,
perkASRoboticJunkName,progression,Perk,,,Action Skills: Robotic/Junk,
perkASRoboticJunkDesc,progression,Perk,,,"Using any electric baton or robotic weapons will grant you experience in this skill which will level up over time.  Higher levels will grant higher entity damage, faster reloading, less spread, better weapon handling and more player experience gain.",
perkASRoboticJunkRank1Desc,progression,Perk,,,"Electric Batons: 1% bonus entity damage, 1% less stamina usage. Robotic Weapons: 1% bonus entity damage, 1% faster reloading, 1% less spread/kick, 1% better handling and 1% bonus player experience.",
perkASRoboticJunkRank5Desc,progression,Perk,,,"Electric Batons: 3% bonus entity damage, 3% less stamina usage. Robotic Weapons: 3% bonus entity damage, 3% faster reloading, 3% less spread/kick, 3% better handling and 1.6% bonus player experience.",
perkASRoboticJunkRank10Desc,progression,Perk,,,"Electric Batons: 5.5% bonus entity damage, 5.5% less stamina usage. Robotic Weapons: 5.5% bonus entity damage, 5.5% faster reloading, 5.5% less spread/kick, 5.5% better handling and 2.3% bonus player experience.",
perkASRoboticJunkRank15Desc,progression,Perk,,,"Electric Batons: 7.9% bonus entity damage, 7.9% less stamina usage. Robotic Weapons: 7.9% bonus entity damage, 7.9% faster reloading, 7.9% less spread/kick, 7.9% better handling and 3% bonus player experience.",
perkASRoboticJunkRank20Desc,progression,Perk,,,"Electric Batons: 10.4% bonus entity damage, 10.4% less stamina usage. Robotic Weapons: 10.4% bonus entity damage, 10.4% faster reloading, 10.4% less spread/kick, 10.4% better handling and 3.7% bonus player experience.",
perkASRoboticJunkRank25Desc,progression,Perk,,,"Electric Batons: 12.9% bonus entity damage, 12.9% less stamina usage. Robotic Weapons: 12.9% bonus entity damage, 12.9% faster reloading, 12.9% less spread/kick, 12.9% better handling and 4.4% bonus player experience.",
perkASRoboticJunkRank30Desc,progression,Perk,,,"Electric Batons: 15.4% bonus entity damage, 15.4% less stamina usage. Robotic Weapons: 15.4% bonus entity damage, 15.4% faster reloading, 15.4% less spread/kick, 15.4% better handling and 5.1% bonus player experience.",
perkASRoboticJunkRank35Desc,progression,Perk,,,"Electric Batons: 17.8% bonus entity damage, 17.8% less stamina usage. Robotic Weapons: 17.8% bonus entity damage, 17.8% faster reloading, 17.8% less spread/kick, 17.8% better handling and 5.8% bonus player experience.",
perkASRoboticJunkRank40Desc,progression,Perk,,,"Electric Batons: 20.3% bonus entity damage, 20.3% less stamina usage. Robotic Weapons: 20.3% bonus entity damage, 20.3% faster reloading, 20.3% less spread/kick, 20.3% better handling and 6.5% bonus player experience.",
perkASRoboticJunkRank45Desc,progression,Perk,,,"Electric Batons: 22.8% bonus entity damage, 22.8% less stamina usage. Robotic Weapons: 22.8% bonus entity damage, 22.8% faster reloading, 22.8% less spread/kick, 22.8% better handling and 7.2% bonus player experience.",
perkASRoboticJunkRank50Desc,progression,Perk,,,"Electric Batons: 25.3% bonus entity damage, 25.3% less stamina usage. Robotic Weapons: 25.3% bonus entity damage, 25.3% faster reloading, 25.3% less spread/kick, 25.3% better handling and 7.9% bonus player experience.",
perkASRoboticJunkRank55Desc,progression,Perk,,,"Electric Batons: 27.7% bonus entity damage, 27.7% less stamina usage. Robotic Weapons: 27.7% bonus entity damage, 27.7% faster reloading, 27.7% less spread/kick, 27.7% better handling and 8.6% bonus player experience.",
perkASRoboticJunkRank60Desc,progression,Perk,,,"Electric Batons: 30.2% bonus entity damage, 30.2% less stamina usage. Robotic Weapons: 30.2% bonus entity damage, 30.2% faster reloading, 30.2% less spread/kick, 30.2% better handling and 9.3% bonus player experience.",
perkASRoboticJunkRank65Desc,progression,Perk,,,"Electric Batons: 32.7% bonus entity damage, 32.7% less stamina usage. Robotic Weapons: 32.7% bonus entity damage, 32.7% faster reloading, 32.7% less spread/kick, 32.7% better handling and 10.1% bonus player experience.",
perkASRoboticJunkRank70Desc,progression,Perk,,,"Electric Batons: 35.2% bonus entity damage, 35.2% less stamina usage. Robotic Weapons: 35.2% bonus entity damage, 35.2% faster reloading, 35.2% less spread/kick, 35.2% better handling and 10.8% bonus player experience.",
perkASRoboticJunkRank75Desc,progression,Perk,,,"Electric Batons: 37.6% bonus entity damage, 37.6% less stamina usage. Robotic Weapons: 37.6% bonus entity damage, 37.6% faster reloading, 37.6% less spread/kick, 37.6% better handling and 11.5% bonus player experience.",
perkASRoboticJunkRank80Desc,progression,Perk,,,"Electric Batons: 40.1% bonus entity damage, 40.1% less stamina usage. Robotic Weapons: 40.1% bonus entity damage, 40.1% faster reloading, 40.1% less spread/kick, 40.1% better handling and 12.2% bonus player experience.",
perkASRoboticJunkRank85Desc,progression,Perk,,,"Electric Batons: 42.6% bonus entity damage, 42.6% less stamina usage. Robotic Weapons: 42.6% bonus entity damage, 42.6% faster reloading, 42.6% less spread/kick, 42.6% better handling and 12.9% bonus player experience.",
perkASRoboticJunkRank90Desc,progression,Perk,,,"Electric Batons: 45.1% bonus entity damage, 45.1% less stamina usage. Robotic Weapons: 45.1% bonus entity damage, 45.1% faster reloading, 45.1% less spread/kick, 45.1% better handling and 13.6% bonus player experience.",
perkASRoboticJunkRank95Desc,progression,Perk,,,"Electric Batons: 47.5% bonus entity damage, 47.5% less stamina usage. Robotic Weapons: 47.5% bonus entity damage, 47.5% faster reloading, 47.5% less spread/kick, 47.5% better handling and 14.3% bonus player experience.",
perkASRoboticJunkRank100Desc,progression,Perk,,,"Electric Batons: 50% bonus entity damage, 50% less stamina usage. Robotic Weapons: 50% bonus entity damage, 50% faster reloading, 50% less spread/kick, 50% better handling and 15% bonus player experience.",
perkElectrocutionerRank1LongDesc,progression,Perk,,,"Batons damage increased by 10%, stun batons electrify victims 20% longer and all batons stamina usage decreased by 8% and 15% for power attacks.  Receive 15% of experience from electrical trap kills.",
perkElectrocutionerRank2LongDesc,progression,Perk,,,"Batons damage increased by 20%, stun batons electrify victims 40% longer and all batons stamina usage decreased by 15% and 30% for power attacks.  Receive 30% of experience from electrical trap kills.",
